N_ait [m^-3],R_ait [m],GSD_ait [unitless],N_acc [m^-3],R_acc [m],GSD_acc [unitless],N_coa [m^-3],R_coa [m],GSD_coa [unitless],N_mcb [m^-3],R_mcb [m],GSD_mcb [unitless],temperature [K],pressure [Pa],updraft [m s^-1],ait_maf [unitless],acc_maf [unitless],coa_maf [unitless],mcb_maf [unitless],Nact [m^-3],Smax [%%],runtime_seconds [s]
357510000.0,0.021888,1.59,108230000.0,0.086694,1.4,2287000.0,0.493,2.0,1350500000.0,0.11106,1.8107,257.84,71507.0,0.05345,0.42784,0.9045,0.9164,1.0,210600000.0,0.016343,407.6
391290000.0,0.045488,1.59,893320000.0,0.090641,1.4,4256100.0,0.65515,2.0,1621700000.0,0.067426,1.4886,273.04,51828.0,0.49949,0.1068,0.83672,0.99092,1.0,1272400000.0,0.07175,1.8564
515600000.0,0.025906,1.59,221620000.0,0.063854,1.4,3944300.0,0.26977,2.0,1579000000.0,0.063144,1.6116,242.55,81801.0,0.57495,0.33507,0.4349,0.91922,1.0,1511800000.0,0.2128,0.83699
2027000000.0,0.035595,1.59,132270000.0,0.090211,1.4,4168100.0,0.71688,2.0,1335500000.0,0.048748,1.8096,243.39,56384.0,0.16718,0.41215,0.054634,0.94216,1.0,463730000.0,0.095858,4.4044
936130000.0,0.020678,1.59,776900000.0,0.056568,1.4,2992900.0,0.94326,2.0,329800000.0,0.096001,1.2885,263.7,88345.0,0.14625,0.28737,0.18795,0.94743,1.0,339910000.0,0.099601,1.7114
634310000.0,0.019952,1.59,8182300.0,0.085204,1.4,5809000.0,0.86254,2.0,926500000.0,0.14329,1.7751,272.58,83886.0,0.87763,0.84219,0.93684,0.91575,1.0,848180000.0,0.075246,1.6851
1676600000.0,0.01716,1.59,181660000.0,0.081304,1.4,1962200.0,0.76727,2.0,759260000.0,0.041123,1.9119,244.87,91411.0,0.85394,0.58312,0.82565,0.92035,1.0,1033700000.0,0.49923,1.0977
960460000.0,0.014688,1.59,543710000.0,0.064116,1.4,5787000.0,0.58578,2.0,206930000.0,0.024726,1.4395,284.63,96124.0,0.96991,0.24838,0.59089,0.96013,1.0,627800000.0,0.29757,0.48535
37466000.0,0.015528,1.59,479830000.0,0.092312,1.4,4101000.0,0.64732,2.0,1786500000.0,0.070179,1.5368,273.24,75926.0,0.83521,0.70224,0.90352,0.92953,1.0,1790700000.0,0.11223,0.49011
1977500000.0,0.040952,1.59,1145100000.0,0.12601,1.4,4344200.0,0.64875,2.0,700760000.0,0.091677,1.9123,280.02,63169.0,0.55634,0.1561,0.72543,0.96322,1.0,1099500000.0,0.049218,2.602
1858500000.0,0.017988,1.59,758160000.0,0.089949,1.4,4400900.0,0.8975,2.0,806970000.0,0.089323,1.7618,271.11,65394.0,0.10611,0.75652,0.81777,0.9615,1.0,258030000.0,0.029556,17.122
1625500000.0,0.031972,1.59,334050000.0,0.065547,1.4,3203500.0,0.19831,2.0,1222900000.0,0.06662,1.2655,296.28,66331.0,0.072967,0.46354,0.2992,0.9624,1.0,367460000.0,0.055407,2.2866
1955300000.0,0.014172,1.59,533500000.0,0.11025,1.4,2396600.0,0.36885,2.0,903390000.0,0.030658,1.3426,242.87,75400.0,0.779,0.37855,0.9717,0.97178,1.0,1151600000.0,0.3509,0.72706
306320000.0,0.046875,1.59,228340000.0,0.08568,1.4,2229000.0,0.8841,2.0,178410000.0,0.12395,1.2526,290.53,72402.0,0.42238,0.41635,0.47401,0.91955,1.0,403540000.0,0.11745,0.65795
1287200000.0,0.024221,1.59,317740000.0,0.065585,1.4,522700.0,0.66323,2.0,1054400000.0,0.02939,1.3096,268.33,66763.0,0.86438,0.53946,0.32736,0.95128,1.0,1289100000.0,0.33292,0.53886
1166600000.0,0.023986,1.59,281000000.0,0.0969,1.4,178710.0,0.69616,2.0,249500000.0,0.032357,1.4809,283.75,59081.0,0.98879,0.3714,0.49253,0.9761,1.0,543070000.0,0.26228,0.72539
1856700000.0,0.023564,1.59,1124200000.0,0.12533,1.4,4069500.0,0.29877,2.0,1047100000.0,0.02944,1.705,243.81,64875.0,0.26365,0.87036,0.22421,0.98186,1.0,1065800000.0,0.13245,2.364
787890000.0,0.015752,1.59,942700000.0,0.12239,1.4,2388300.0,0.53034,2.0,1522700000.0,0.010099,1.5612,252.86,92096.0,0.11285,0.57786,0.52919,0.93184,1.0,613580000.0,0.070752,5.9914
564690000.0,0.045305,1.59,1185400000.0,0.096776,1.4,208090.0,0.44089,2.0,633910000.0,0.14298,1.366,279.31,62401.0,0.25479,0.81157,0.55484,0.96921,1.0,640490000.0,0.036251,5.5521
1015800000.0,0.030345,1.59,1484900000.0,0.086451,1.4,3113600.0,0.68468,2.0,78554000.0,0.12748,1.7349,278.49,74982.0,0.63577,0.0052846,0.70539,0.9454,1.0,1290900000.0,0.11745,0.69987
1643200000.0,0.017515,1.59,1370100000.0,0.096873,1.4,4259300.0,0.48216,2.0,427520000.0,0.064492,1.463,272.27,58528.0,1.1505,0.23871,0.065423,0.93705,1.0,1336000000.0,0.25154,0.67916
1438800000.0,0.012795,1.59,500780000.0,0.061254,1.4,4646200.0,0.32912,2.0,1531900000.0,0.066547,1.351,295.4,92846.0,1.1689,0.3035,0.12334,0.97874,1.0,1577300000.0,0.16147,0.64859
1111300000.0,0.021824,1.59,987400000.0,0.072547,1.4,5392700.0,0.78681,2.0,678270000.0,0.032152,1.4475,272.76,91716.0,0.43248,0.3027,0.68515,0.9352,1.0,1045500000.0,0.16848,0.96216
1223400000.0,0.018265,1.59,1475000000.0,0.082837,1.4,4819800.0,0.31363,2.0,1110400000.0,0.10574,1.3364,269.82,75686.0,0.10567,0.35483,0.39539,0.94812,1.0,567420000.0,0.038143,10.332
107840000.0,0.037471,1.59,254340000.0,0.099062,1.4,4308600.0,0.79255,2.0,1900000000.0,0.12961,1.4936,287.87,56673.0,0.22427,0.91511,0.21555,0.97496,1.0,578780000.0,0.019291,29.981
1544200000.0,0.025082,1.59,11196000.0,0.1173,1.4,335620.0,0.92745,2.0,1916300000.0,0.09577,1.9763,281.3,67316.0,0.46676,0.92083,0.67028,0.94283,1.0,744710000.0,0.03197,8.0819
1711100000.0,0.011876,1.59,1433800000.0,0.069822,1.4,3410500.0,0.48027,2.0,608140000.0,0.1483,1.3666,258.87,73275.0,0.72462,0.39689,0.49076,0.99149,1.0,1121200000.0,0.11228,0.92508
200570000.0,0.030103,1.59,330500000.0,0.1239,1.4,471290.0,0.73364,2.0,1266000000.0,0.059683,1.2971,290.96,80357.0,0.79042,0.81348,0.19477,0.945,1.0,1499000000.0,0.14474,0.60467
774630000.0,0.024157,1.59,161630000.0,0.11318,1.4,1367700.0,0.3152,2.0,1967400000.0,0.034999,1.4733,271.97,92028.0,0.71224,0.85179,0.13222,0.98291,1.0,1588800000.0,0.25532,0.69375
905100000.0,0.035568,1.59,1133200000.0,0.066892,1.4,4890200.0,0.60778,2.0,1747400000.0,0.066215,1.5017,253.5,51953.0,1.1077,0.46618,0.88046,0.95198,1.0,2401100000.0,0.15843,0.93662
27270000.0,0.041121,1.59,399630000.0,0.061438,1.4,5020700.0,0.44999,2.0,1609100000.0,0.091453,1.2804,258.92,60543.0,0.47895,0.33657,0.25517,0.99177,1.0,1468700000.0,0.083427,1.9984
539360000.0,0.045792,1.59,1345700000.0,0.069878,1.4,3761100.0,0.34266,2.0,848190000.0,0.078899,1.299,280.3,69305.0,0.33522,0.31899,0.47065,0.93263,1.0,1083300000.0,0.086203,1.3123
1310300000.0,0.042936,1.59,1436500000.0,0.084488,1.4,59484.0,0.34199,2.0,1553900000.0,0.079298,1.4331,281.06,59981.0,0.052925,0.66744,0.16262,0.95681,1.0,245440000.0,0.032426,10.979
142480000.0,0.038591,1.59,890540000.0,0.095431,1.4,849530.0,0.22463,2.0,1264700000.0,0.0064641,1.4765,293.13,87810.0,0.17792,0.41643,0.36803,0.95696,1.0,550700000.0,0.092717,1.3802
1448600000.0,0.034325,1.59,627560000.0,0.056215,1.4,1715900.0,0.6343,2.0,448040000.0,0.08793,1.6099,294.56,82866.0,1.068,0.089551,0.058006,0.98974,1.0,529170000.0,0.20352,0.74013
1728200000.0,0.043858,1.59,1197700000.0,0.093215,1.4,5862400.0,0.26123,2.0,1721000000.0,0.038191,1.5754,282.42,90531.0,0.80003,0.061108,0.72004,0.91544,1.0,1815600000.0,0.13784,0.77246
1683400000.0,0.041903,1.59,304420000.0,0.067083,1.4,3266700.0,0.48882,2.0,1843200000.0,0.064969,1.512,291.33,86348.0,0.32958,0.56634,0.70033,0.95365,1.0,1061200000.0,0.07103,1.4679
1195200000.0,0.02574,1.59,717350000.0,0.06487,1.4,3233600.0,0.39852,2.0,1486300000.0,0.067636,1.7298,252.87,63789.0,0.077566,0.076843,0.39027,0.93881,1.0,294690000.0,0.041344,22.035
1574300000.0,0.031273,1.59,1040400000.0,0.062747,1.4,3231000.0,0.43273,2.0,421470000.0,0.031255,1.442,274.22,69318.0,0.23278,0.13061,0.86359,0.91335,1.0,693930000.0,0.12825,1.045
1876100000.0,0.019413,1.59,159140000.0,0.073124,1.4,1476400.0,0.77189,2.0,1551700000.0,0.10935,1.2872,278.48,64550.0,0.17672,0.0013738,0.88658,0.96407,1.0,813290000.0,0.035895,7.2775
799890000.0,0.044845,1.59,82819000.0,0.090326,1.4,4037600.0,0.52204,2.0,1185200000.0,0.12395,1.6548,257.37,74195.0,0.34292,0.071533,0.41976,0.945,1.0,802190000.0,0.046519,10.429
1482400000.0,0.045531,1.59,318720000.0,0.063842,1.4,2096300.0,0.8922,2.0,621500000.0,0.028908,1.2991,280.76,53641.0,0.15322,0.049513,0.26729,0.99856,1.0,199150000.0,0.15291,1.093
1265800000.0,0.019849,1.59,15594000.0,0.063027,1.4,1175600.0,0.4211,2.0,453640000.0,0.12074,1.5644,255.19,98298.0,0.20017,0.49107,0.46382,0.94815,1.0,419970000.0,0.08869,2.3995
856530000.0,0.033087,1.59,1003700000.0,0.064339,1.4,5193800.0,0.18971,2.0,261830000.0,0.13888,1.7687,255.01,73328.0,0.24304,0.89263,0.74712,0.94563,1.0,473310000.0,0.085358,2.8631
1006500000.0,0.024005,1.59,1340700000.0,0.065094,1.4,2170300.0,0.73814,2.0,1242600000.0,0.081232,1.612,272.56,61000.0,0.67929,0.69013,0.54269,0.97431,1.0,1261800000.0,0.092563,0.74563
1775700000.0,0.032791,1.59,645330000.0,0.12422,1.4,3945800.0,0.53829,2.0,1638500000.0,0.14489,1.6753,290.45,87004.0,0.49189,0.41075,0.92423,0.91566,1.0,1097300000.0,0.02555,11.772
677610000.0,0.015403,1.59,112720000.0,0.060664,1.4,2621200.0,0.7648,2.0,782040000.0,0.070257,1.8993,278.15,100400.0,0.043308,0.015915,0.82781,0.94102,1.0,138190000.0,0.027742,15.949
518220000.0,0.032986,1.59,608870000.0,0.12425,1.4,3361200.0,0.42335,2.0,11836000.0,0.089294,1.2098,278.42,97888.0,0.076358,0.52665,0.18215,0.98606,1.0,326450000.0,0.081805,1.6828
232680000.0,0.015876,1.59,1474900000.0,0.1091,1.4,6008800.0,0.62753,2.0,876470000.0,0.030807,1.6487,286.31,83489.0,0.46331,0.44349,0.86233,0.98673,1.0,1200400000.0,0.067703,1.4326
1583200000.0,0.036337,1.59,374110000.0,0.10756,1.4,3635100.0,0.41377,2.0,390360000.0,0.14724,1.8743,279.21,65659.0,0.036681,0.24003,0.76757,0.98051,1.0,82235000.0,0.010561,284.38
1715600000.0,0.045691,1.59,1289600000.0,0.10293,1.4,5013500.0,0.22635,2.0,1829400000.0,0.13988,1.4456,276.23,72956.0,0.1658,0.22165,0.95091,0.96683,1.0,719930000.0,0.020708,46.513
2054300000.0,0.038509,1.59,1116400000.0,0.11191,1.4,4124200.0,0.84852,2.0,430410000.0,0.11892,1.4257,290.6,76087.0,0.10801,0.21512,0.28339,0.98146,1.0,296120000.0,0.031348,7.0737
1286300000.0,0.041808,1.59,1292500000.0,0.059508,1.4,2750300.0,0.68582,2.0,1866900000.0,0.10686,1.469,265.08,54017.0,1.0717,0.70375,0.75318,0.96695,1.0,1831800000.0,0.074836,1.6835
1091600000.0,0.013866,1.59,326000000.0,0.11287,1.4,4452000.0,0.69003,2.0,1295900000.0,0.067206,1.3249,287.76,61126.0,0.73149,0.37875,0.13526,0.94842,1.0,1331500000.0,0.11455,0.7755
1817900000.0,0.047721,1.59,1518400000.0,0.10065,1.4,4692100.0,0.21598,2.0,1137200000.0,0.14364,1.5535,275.4,92812.0,0.24368,0.57749,0.57046,0.94766,1.0,802950000.0,0.029726,14.845
844010000.0,0.038367,1.59,995450000.0,0.099292,1.4,1794900.0,0.77248,2.0,915660000.0,0.032012,1.8232,242.67,77054.0,0.70919,0.71383,0.14952,0.95267,1.0,1971700000.0,0.34648,0.66743
277080000.0,0.041485,1.59,1431000000.0,0.076571,1.4,6018200.0,0.59804,2.0,191610000.0,0.078843,1.3766,258.7,75785.0,0.2251,0.83457,0.14225,0.92477,1.0,657310000.0,0.1569,1.6703
1471100000.0,0.018495,1.59,492960000.0,0.092435,1.4,4887800.0,0.85454,2.0,1778000000.0,0.01654,1.9185,284.13,70233.0,1.0003,0.46996,0.50783,0.95862,1.0,801140000.0,0.21783,0.72169
1296500000.0,0.028898,1.59,775290000.0,0.11311,1.4,5887800.0,0.67529,2.0,78065000.0,0.11037,1.8054,264.55,55069.0,0.18726,0.78482,0.070106,0.98357,1.0,263680000.0,0.10577,1.3079
826330000.0,0.033314,1.59,922940000.0,0.072332,1.4,3258200.0,0.18269,2.0,1462400000.0,0.10161,1.496,282.97,69981.0,0.030447,0.65539,0.58212,0.93896,1.0,150180000.0,0.017827,60.744
1126300000.0,0.027322,1.59,194980000.0,0.12063,1.4,5032500.0,0.42391,2.0,1193900000.0,0.082932,1.327,291.79,95968.0,0.19581,0.40865,0.41934,0.94296,1.0,843000000.0,0.056206,1.7264
135900000.0,0.029513,1.59,1281200000.0,0.11572,1.4,4503500.0,0.82958,2.0,1905400000.0,0.13018,1.8544,267.02,101610.0,0.56669,0.22706,0.91372,0.92371,1.0,1596100000.0,0.038016,15.085
2010400000.0,0.038733,1.59,300900000.0,0.069788,1.4,4872000.0,0.54283,2.0,1138400000.0,0.13275,1.6053,243.75,67723.0,0.60675,0.74333,0.085197,0.99801,1.0,1071600000.0,0.079168,6.4156
1660200000.0,0.031244,1.59,1047400000.0,0.064841,1.4,5955000.0,0.78602,2.0,654390000.0,0.083586,1.699,265.72,96844.0,1.1314,0.7037,0.2819,0.98599,1.0,1861400000.0,0.24968,0.68166
223990000.0,0.044976,1.59,1073000000.0,0.096261,1.4,1706000.0,0.5832,2.0,1614700000.0,0.06992,1.4233,285.98,53848.0,0.80953,0.91654,0.51405,0.97219,1.0,1753400000.0,0.081811,1.0106
2054500000.0,0.02976,1.59,323780000.0,0.1189,1.4,5851900.0,0.89267,2.0,56354000.0,0.13611,1.4996,253.41,81034.0,0.37406,0.064981,0.70579,0.97103,1.0,387330000.0,0.18237,1.5297
1418600000.0,0.027661,1.59,270910000.0,0.11647,1.4,5958500.0,0.33798,2.0,229790000.0,0.017116,1.512,262.73,90882.0,0.13319,0.44011,0.70602,0.9148,1.0,281300000.0,0.1176,1.5906
1004500000.0,0.011968,1.59,676760000.0,0.094011,1.4,3921400.0,0.59576,2.0,1991500000.0,0.13003,1.3106,245.63,59755.0,1.1043,0.44462,0.82151,0.94284,1.0,2334700000.0,0.082679,5.1216
1103600000.0,0.023392,1.59,1230300000.0,0.093297,1.4,3271700.0,0.37725,2.0,382340000.0,0.13272,1.3056,270.27,78525.0,1.0822,0.49237,0.88427,0.98036,1.0,1557800000.0,0.13895,0.67743
835090000.0,0.012701,1.59,541390000.0,0.11371,1.4,4282200.0,0.63729,2.0,1440800000.0,0.12394,1.6548,290.78,69122.0,0.29308,0.43616,0.32082,0.91619,1.0,609360000.0,0.023479,16.259
1521500000.0,0.011917,1.59,746090000.0,0.12185,1.4,2302400.0,0.84612,2.0,1479300000.0,0.032349,1.3507,281.45,55891.0,0.4503,0.54174,0.21612,0.93761,1.0,777190000.0,0.12303,0.715
1575700000.0,0.039688,1.59,946830000.0,0.10211,1.4,1532400.0,0.77918,2.0,1620200000.0,0.010046,1.7047,280.71,52729.0,0.065371,0.27989,0.93181,0.95564,1.0,218810000.0,0.03471,8.4305
1133900000.0,0.044968,1.59,708190000.0,0.10248,1.4,2675700.0,0.87318,2.0,437890000.0,0.041216,1.8537,253.79,58680.0,0.33461,0.48797,0.19431,0.96403,1.0,964600000.0,0.16079,1.3841
602290000.0,0.030023,1.59,578190000.0,0.1036,1.4,4419500.0,0.82838,2.0,569000000.0,0.050176,1.804,244.37,58437.0,1.0974,0.6279,0.8393,0.98084,1.0,1198200000.0,0.29861,0.91173
868460000.0,0.035827,1.59,757830000.0,0.11931,1.4,3347200.0,0.3424,2.0,11205000.0,0.089643,1.8533,248.7,79921.0,0.25187,0.29808,0.60143,0.91387,1.0,728320000.0,0.12001,1.9819
1633200000.0,0.038792,1.59,115260000.0,0.073332,1.4,2991600.0,0.46426,2.0,776570000.0,0.062274,1.5045,291.25,86219.0,1.1193,0.26237,0.96844,0.97127,1.0,1158700000.0,0.20126,0.61965
759680000.0,0.013765,1.59,651290000.0,0.10556,1.4,66378.0,0.72574,2.0,1156300000.0,0.11292,1.8482,283.6,68162.0,0.72642,0.20973,0.43477,0.94165,1.0,980150000.0,0.050999,2.4155
158270000.0,0.047334,1.59,972910000.0,0.09446,1.4,5999200.0,0.23866,2.0,1715100000.0,0.050079,1.8147,289.27,52015.0,1.0515,0.25067,0.79525,0.92369,1.0,1518800000.0,0.089863,0.5102
985840000.0,0.04777,1.59,299840000.0,0.072699,1.4,813010.0,0.93358,2.0,1930200000.0,0.11975,1.7614,295.77,79657.0,0.7702,0.82848,0.59118,0.93062,1.0,1178900000.0,0.035103,3.5392
1343700000.0,0.020676,1.59,471380000.0,0.057336,1.4,4493300.0,0.53986,2.0,1979400000.0,0.12608,1.2985,247.2,58208.0,0.99389,0.93054,0.14439,0.93006,1.0,1939900000.0,0.081697,3.6257
880430000.0,0.033006,1.59,1331600000.0,0.095866,1.4,2894000.0,0.81978,2.0,868970000.0,0.046333,1.5111,264.76,70886.0,0.79073,0.68053,0.87554,0.92031,1.0,1755600000.0,0.13575,0.7565
2035400000.0,0.037446,1.59,1061400000.0,0.090011,1.4,5324600.0,0.9056,2.0,1989200000.0,0.055909,1.8134,255.17,55342.0,0.27772,0.24232,0.79977,0.97132,1.0,841150000.0,0.05982,6.3902
1132200000.0,0.046699,1.59,1180300000.0,0.066005,1.4,1040500.0,0.45459,2.0,51709000.0,0.025892,1.4465,287.6,75726.0,0.040162,0.082974,0.66823,0.97572,1.0,187410000.0,0.06545,2.9588
1645000000.0,0.028712,1.59,822340000.0,0.077893,1.4,5583800.0,0.33966,2.0,1958200000.0,0.10105,1.9478,257.59,76990.0,1.0377,0.86482,0.052149,0.93337,1.0,1470000000.0,0.084777,1.9015
1965700000.0,0.033139,1.59,686820000.0,0.081818,1.4,5165800.0,0.8481,2.0,1841300000.0,0.11734,1.8213,266.8,52846.0,0.53791,0.13651,0.56127,0.95963,1.0,842400000.0,0.031239,18.965
1121700000.0,0.032619,1.59,724410000.0,0.075314,1.4,5534600.0,0.35522,2.0,185680000.0,0.095447,1.9054,276.17,57040.0,0.086602,0.015975,0.098184,0.99162,1.0,99877000.0,0.044575,3.6629
604380000.0,0.033272,1.59,544020000.0,0.068796,1.4,1313200.0,0.35631,2.0,265660000.0,0.069245,1.5017,295.49,88931.0,0.58403,0.68073,0.48708,0.9876,1.0,792040000.0,0.16408,0.83203
919200000.0,0.047521,1.59,422120000.0,0.10654,1.4,1858500.0,0.88421,2.0,1627300000.0,0.01146,1.658,295.11,100020.0,0.11017,0.50643,0.70644,0.94067,1.0,340850000.0,0.063585,2.0061
838120000.0,0.016863,1.59,1526700000.0,0.077223,1.4,584900.0,0.20913,2.0,677690000.0,0.088557,1.6544,257.0,55624.0,0.41544,0.61646,0.13053,0.97819,1.0,680450000.0,0.10938,1.6565
80633000.0,0.045994,1.59,641660000.0,0.11497,1.4,25691.0,0.19393,2.0,174240000.0,0.014198,1.8267,287.59,72905.0,0.4026,0.81345,0.35069,0.97135,1.0,610520000.0,0.12407,0.64078
389060000.0,0.019718,1.59,1060700000.0,0.094479,1.4,2265800.0,0.21488,2.0,146960000.0,0.05539,1.3343,243.04,61080.0,0.056346,0.61931,0.31706,0.99482,1.0,383630000.0,0.091996,5.9341
1335300000.0,0.032113,1.59,1369900000.0,0.060382,1.4,4088300.0,0.88555,2.0,1474500000.0,0.048431,1.951,252.38,98346.0,1.1035,0.42094,0.64254,0.96801,1.0,2655400000.0,0.28734,0.85587
461320000.0,0.042293,1.59,94119000.0,0.056697,1.4,5206700.0,0.5555,2.0,1796600000.0,0.14139,1.763,255.37,101420.0,0.41668,0.80876,0.26405,0.96742,1.0,899390000.0,0.048856,273.85
254650000.0,0.017424,1.59,1008200000.0,0.070679,1.4,1292600.0,0.77137,2.0,1394100000.0,0.13684,1.4168,282.6,89413.0,0.058414,0.039818,0.88481,0.95091,1.0,338060000.0,0.017105,67.637
187620000.0,0.039254,1.59,1095700000.0,0.068986,1.4,433010.0,0.94452,2.0,380520000.0,0.085219,1.2371,251.74,77263.0,0.19537,0.87662,0.44593,0.96827,1.0,832400000.0,0.13004,1.8714
966710000.0,0.045705,1.59,632440000.0,0.097376,1.4,4739700.0,0.45472,2.0,1538600000.0,0.088372,1.9182,249.29,81219.0,0.29168,0.92574,0.72043,0.93688,1.0,919720000.0,0.053739,15.942
637670000.0,0.038954,1.59,628660000.0,0.087248,1.4,567420.0,0.41081,2.0,768990000.0,0.040935,1.7341,247.03,90099.0,0.78705,0.77648,0.13952,0.93634,1.0,1677000000.0,0.40959,0.76775
287920000.0,0.047077,1.59,826310000.0,0.068779,1.4,217740.0,0.33374,2.0,451020000.0,0.090499,1.9933,281.15,88099.0,0.23703,0.92839,0.54155,0.94863,1.0,440020000.0,0.068085,1.8274
225090000.0,0.014181,1.59,177780000.0,0.11143,1.4,5638200.0,0.78356,2.0,1535900000.0,0.013067,1.5448,255.79,66228.0,0.77589,0.44196,0.46179,0.91931,1.0,364450000.0,0.43848,0.7428
513610000.0,0.025322,1.59,1456800000.0,0.097005,1.4,2283900.0,0.29468,2.0,549290000.0,0.050063,1.3905,258.06,83678.0,0.70442,0.77843,0.43639,0.99949,1.0,1864100000.0,0.19576,0.92613
596000000.0,0.015373,1.59,216410000.0,0.098144,1.4,64575.0,0.74938,2.0,242020000.0,0.065314,1.5975,272.4,101190.0,0.53755,0.49333,0.80499,0.92877,1.0,451630000.0,0.24725,1.045
974610000.0,0.047778,1.59,463170000.0,0.12092,1.4,2598200.0,0.34088,2.0,900440000.0,0.045486,1.4671,271.17,71747.0,0.43845,0.45346,0.72618,0.97896,1.0,975190000.0,0.11829,1.1131
1457800000.0,0.0344,1.59,1499100000.0,0.1098,1.4,586850.0,0.25372,2.0,639980000.0,0.076446,1.3829,265.73,96263.0,0.060716,0.68437,0.059839,0.97381,1.0,394460000.0,0.067253,4.1045
1919800000.0,0.039345,1.59,538130000.0,0.090949,1.4,283930.0,0.50762,2.0,1054000000.0,0.023748,1.2342,294.29,84659.0,0.29863,0.6583,0.89234,0.98535,1.0,681490000.0,0.099037,0.81722
1196400000.0,0.033044,1.59,796990000.0,0.08356,1.4,2369600.0,0.36353,2.0,476880000.0,0.077166,1.667,248.86,100070.0,0.43052,0.71662,0.98037,0.98035,1.0,1334400000.0,0.17381,1.4253
1930900000.0,0.014269,1.59,588980000.0,0.072542,1.4,225370.0,0.57911,2.0,1254400000.0,0.10142,1.3146,272.53,76163.0,0.58069,0.63038,0.41622,0.92118,1.0,1336500000.0,0.085714,0.82498
364790000.0,0.01856,1.59,1052300000.0,0.066765,1.4,221680.0,0.948,2.0,1168900000.0,0.12836,1.453,251.19,58412.0,0.78218,0.56915,0.71442,0.98166,1.0,1331300000.0,0.084513,2.9274
293260000.0,0.035911,1.59,162210000.0,0.082069,1.4,1692000.0,0.69537,2.0,708050000.0,0.11894,1.8394,249.03,84006.0,0.11578,0.33623,0.36895,0.98454,1.0,342640000.0,0.036111,61.899
184920000.0,0.033048,1.59,820120000.0,0.086234,1.4,2734900.0,0.32957,2.0,488930000.0,0.076769,1.766,264.43,65095.0,0.71651,0.83362,0.51722,0.98748,1.0,1155000000.0,0.16016,0.87269
1093500000.0,0.034986,1.59,307720000.0,0.076391,1.4,4689900.0,0.411,2.0,1736800000.0,0.020221,1.3078,286.62,75184.0,0.9497,0.29068,0.5661,0.97949,1.0,812290000.0,0.26815,0.53282
1192100000.0,0.024608,1.59,967190000.0,0.099007,1.4,5197700.0,0.73149,2.0,1502000000.0,0.077393,1.497,278.38,89381.0,0.65926,0.77478,0.052876,0.94031,1.0,1397800000.0,0.11061,0.95317
956480000.0,0.018205,1.59,1115800000.0,0.082503,1.4,4717100.0,0.50899,2.0,358310000.0,0.0086364,1.392,263.96,94003.0,0.7291,0.47703,0.25989,0.98713,1.0,1093700000.0,0.30301,0.87529
1198600000.0,0.0123,1.59,1234800000.0,0.082569,1.4,1855600.0,0.61655,2.0,185500000.0,0.14033,1.5645,255.69,71781.0,0.7409,0.093041,0.61618,0.94755,1.0,1296300000.0,0.18393,0.98447
912330000.0,0.026336,1.59,67002000.0,0.094673,1.4,3426800.0,0.77335,2.0,1323900000.0,0.13077,1.9202,282.15,70307.0,0.039194,0.67974,0.92776,0.98071,1.0,74005000.0,0.0056316,394.72
2642600.0,0.024488,1.59,381610000.0,0.10791,1.4,3032100.0,0.65171,2.0,837030000.0,0.13672,1.9313,264.82,102040.0,0.83135,0.77676,0.12419,0.95902,1.0,904000000.0,0.1083,0.84388
918800000.0,0.013083,1.59,1022700000.0,0.11668,1.4,3809400.0,0.82263,2.0,1729200000.0,0.14719,1.8119,245.02,75712.0,0.010189,0.88081,0.97315,0.95397,1.0,0.0,-0.01334,432.48
850530000.0,0.034203,1.59,785880000.0,0.064326,1.4,5799000.0,0.81914,2.0,1641800000.0,0.05785,1.9827,266.44,86918.0,0.43572,0.61119,0.54579,0.98301,1.0,1000400000.0,0.094001,1.4823
576760000.0,0.016132,1.59,223390000.0,0.11963,1.4,4193200.0,0.23689,2.0,1159300000.0,0.013765,1.2361,254.11,94394.0,0.45381,0.79586,0.15015,0.94275,1.0,325190000.0,0.46399,0.89271
1063300000.0,0.044106,1.59,926630000.0,0.11252,1.4,1780900.0,0.75839,2.0,344310000.0,0.061278,1.3043,248.23,95445.0,0.061114,0.16949,0.42632,0.97118,1.0,483920000.0,0.070266,11.12
535790000.0,0.039301,1.59,383920000.0,0.076255,1.4,337940.0,0.5247,2.0,997490000.0,0.12732,1.2511,276.61,91466.0,0.41504,0.63086,0.83246,0.92218,1.0,1095100000.0,0.060917,2.1575
264930000.0,0.030925,1.59,37818000.0,0.074657,1.4,917040.0,0.47626,2.0,438990000.0,0.13456,1.6081,288.05,96103.0,1.0373,0.5839,0.30144,0.97079,1.0,506180000.0,0.17698,0.70479
551010000.0,0.030415,1.59,1482000000.0,0.062316,1.4,2019600.0,0.75462,2.0,1316600000.0,0.022732,1.3461,265.45,100620.0,0.67292,0.12293,0.92272,0.91403,1.0,1566700000.0,0.2424,0.87622
868040000.0,0.042316,1.59,38511000.0,0.10753,1.4,4758500.0,0.64041,2.0,257720000.0,0.082845,1.6596,259.29,58284.0,1.0335,0.35858,0.90011,0.93037,1.0,720990000.0,0.32457,0.8323
997970000.0,0.014242,1.59,386390000.0,0.1125,1.4,5568900.0,0.81767,2.0,1696300000.0,0.093331,1.2653,289.51,86151.0,1.1031,0.45162,0.90376,0.995,1.0,2034800000.0,0.090686,0.80061
