N_ait [m^-3],R_ait [m],GSD_ait [unitless],N_acc [m^-3],R_acc [m],GSD_acc [unitless],N_coa [m^-3],R_coa [m],GSD_coa [unitless],N_mcb [m^-3],R_mcb [m],GSD_mcb [unitless],temperature [K],pressure [Pa],updraft [m s^-1],ait_maf [unitless],acc_maf [unitless],coa_maf [unitless],mcb_maf [unitless],Nact [m^-3],Smax [%%],runtime_seconds [s]
1292100000.0,0.042761,1.59,485280000.0,0.092083,1.4,929880.0,0.28021,2.0,1651800000.0,0.036767,1.9067,261.51,83239.0,0.45323,0.38182,0.33187,0.99406,1.0,1371300000.0,0.17023,1.1159
1247300000.0,0.019899,1.59,453110000.0,0.080748,1.4,4827600.0,0.36256,2.0,212710000.0,0.072182,1.9623,254.56,65511.0,0.78628,0.91802,0.067157,0.95676,1.0,767600000.0,0.37952,0.51823
1994000000.0,0.030607,1.59,1232000000.0,0.12536,1.4,890060.0,0.55679,2.0,1893900000.0,0.029271,1.9981,277.45,89281.0,0.47393,0.0086473,0.25171,0.92933,1.0,1397300000.0,0.10962,1.0659
1416300000.0,0.029867,1.59,1232300000.0,0.10202,1.4,3561900.0,0.41725,2.0,604660000.0,0.075522,1.346,294.07,100810.0,0.14271,0.90316,0.48622,0.91989,1.0,729630000.0,0.053182,2.1776
1141100000.0,0.023342,1.59,857200000.0,0.097612,1.4,2605100.0,0.93431,2.0,580600000.0,0.016304,1.3351,280.88,88491.0,1.0567,0.84237,0.81129,0.97296,1.0,979270000.0,0.20375,0.72496
764810000.0,0.02653,1.59,791430000.0,0.080335,1.4,2032800.0,0.21304,2.0,1236600000.0,0.015108,1.8748,270.09,94822.0,0.65542,0.74892,0.63279,0.95807,1.0,1065100000.0,0.23976,0.85899
1523900000.0,0.028258,1.59,1395100000.0,0.12311,1.4,3215800.0,0.55436,2.0,1366500000.0,0.094805,1.9678,294.02,100330.0,0.75721,0.53467,0.90173,0.92719,1.0,1715900000.0,0.046321,2.3762
400180000.0,0.024409,1.59,891250000.0,0.093815,1.4,2743700.0,0.4417,2.0,1898200000.0,0.064817,1.5821,251.53,72517.0,0.59152,0.26895,0.96433,0.93407,1.0,1938800000.0,0.11162,1.9199
1970700000.0,0.029735,1.59,220270000.0,0.070403,1.4,3615100.0,0.27665,2.0,1558000000.0,0.058057,1.4772,244.47,56792.0,0.61551,0.64589,0.33803,0.95555,1.0,1700300000.0,0.20436,0.77111
1149400000.0,0.01975,1.59,1035400000.0,0.065951,1.4,4427100.0,0.38883,2.0,252850000.0,0.064048,1.899,259.78,78572.0,1.1363,0.73435,0.97514,0.95064,1.0,1362700000.0,0.30495,0.77356
1834600000.0,0.014606,1.59,1383700000.0,0.066213,1.4,5101800.0,0.71329,2.0,528500000.0,0.0555,1.4821,266.03,88844.0,0.88517,0.2697,0.29619,0.92643,1.0,1609200000.0,0.27069,0.79393
2078300000.0,0.013638,1.59,44741000.0,0.10979,1.4,801580.0,0.49395,2.0,1642800000.0,0.026497,1.2086,247.68,63926.0,0.32636,0.55701,0.95952,0.93382,1.0,1123500000.0,0.38646,1.1567
999880000.0,0.012267,1.59,291690000.0,0.12511,1.4,4515900.0,0.25235,2.0,1241200000.0,0.12092,1.3698,250.58,65619.0,0.23471,0.77086,0.5593,0.92642,1.0,991640000.0,0.046801,16.873
1925500000.0,0.036456,1.59,1373000000.0,0.076852,1.4,4910800.0,0.32,2.0,1143200000.0,0.080513,1.6184,288.9,71571.0,0.79121,0.54503,0.69083,0.99884,1.0,1604500000.0,0.084232,0.65726
1187900000.0,0.025071,1.59,479420000.0,0.11688,1.4,1809900.0,0.7084,2.0,1177900000.0,0.086716,1.8961,278.46,84046.0,0.52093,0.2006,0.1132,0.94448,1.0,847550000.0,0.07138,1.66
1711300000.0,0.046876,1.59,1098400000.0,0.097766,1.4,3875900.0,0.87939,2.0,567280000.0,0.08663,1.33,245.41,64486.0,1.1,0.16652,0.89304,0.9708,1.0,1866200000.0,0.20212,0.92793
188720000.0,0.012258,1.59,910900000.0,0.089651,1.4,5879500.0,0.30232,2.0,1829900000.0,0.011733,1.6103,296.79,59602.0,0.51647,0.43035,0.84109,0.97334,1.0,751840000.0,0.093527,0.81284
2075100000.0,0.043841,1.59,302980000.0,0.10788,1.4,1321100.0,0.63562,2.0,1341300000.0,0.11383,1.7908,287.53,64140.0,0.65279,0.71366,0.49499,0.96061,1.0,897870000.0,0.040065,3.2645
1345800000.0,0.032463,1.59,390870000.0,0.11493,1.4,4894400.0,0.54056,2.0,623650000.0,0.13069,1.5934,283.5,67646.0,0.59882,0.78535,0.49432,0.97737,1.0,792250000.0,0.060728,1.5031
828180000.0,0.027606,1.59,325490000.0,0.088404,1.4,3525400.0,0.26372,2.0,1796800000.0,0.12137,1.9284,256.2,82450.0,0.43201,0.47296,0.15352,0.98415,1.0,945340000.0,0.038852,35.663
1130100000.0,0.02955,1.59,182600000.0,0.091452,1.4,398000.0,0.44311,2.0,1758300000.0,0.080425,1.5225,279.37,94006.0,0.67777,0.5172,0.76974,0.96458,1.0,1600200000.0,0.098367,0.52947
848610000.0,0.028831,1.59,1290200000.0,0.071769,1.4,209070.0,0.8914,2.0,187780000.0,0.0059662,1.9029,295.17,71278.0,0.32704,0.92387,0.95698,0.94622,1.0,845950000.0,0.092731,0.72478
1968700000.0,0.011821,1.59,499640000.0,0.080677,1.4,3915000.0,0.60603,2.0,1035500000.0,0.048549,1.9216,284.67,53975.0,0.83145,0.77397,0.3233,0.97385,1.0,908780000.0,0.13636,0.57512
2060100000.0,0.037163,1.59,37616000.0,0.096815,1.4,681650.0,0.53511,2.0,1034600000.0,0.077352,1.6508,256.69,101400.0,0.94943,0.92561,0.064954,0.95618,1.0,1963800000.0,0.24716,0.69593
1665900000.0,0.033622,1.59,985310000.0,0.08028,1.4,3674600.0,0.6925,2.0,63520000.0,0.075534,1.3992,292.34,63798.0,1.1133,0.26748,0.19751,0.9813,1.0,1091600000.0,0.21506,0.49328
708060000.0,0.045262,1.59,376860000.0,0.058205,1.4,551110.0,0.19182,2.0,1400400000.0,0.050848,1.7765,258.59,85014.0,1.0348,0.66043,0.31654,0.94604,1.0,1853100000.0,0.27945,0.62468
687470000.0,0.018951,1.59,774640000.0,0.10778,1.4,4845400.0,0.91674,2.0,1818800000.0,0.014383,1.5693,249.36,52722.0,1.0329,0.20355,0.11757,0.99255,1.0,1017500000.0,0.40692,0.63994
1760800000.0,0.036255,1.59,372060000.0,0.11846,1.4,740800.0,0.92149,2.0,574770000.0,0.052593,1.3021,283.51,71882.0,0.20548,0.52718,0.86449,0.986,1.0,486160000.0,0.074572,0.89784
212980000.0,0.013969,1.59,165080000.0,0.1029,1.4,414370.0,0.38933,2.0,621700000.0,0.079214,1.48,253.78,82560.0,0.48255,0.37993,0.38745,0.92857,1.0,765250000.0,0.21036,0.70803
2070600000.0,0.024642,1.59,551650000.0,0.1254,1.4,5439600.0,0.50767,2.0,1072200000.0,0.069886,1.2988,295.31,98709.0,1.1092,0.011817,0.14019,0.99813,1.0,1559700000.0,0.15869,0.3459
416830000.0,0.029487,1.59,814560000.0,0.1045,1.4,3886200.0,0.40589,2.0,669450000.0,0.12125,1.3965,281.69,91095.0,1.1046,0.1804,0.54279,0.94748,1.0,1423400000.0,0.12657,0.54428
319180000.0,0.041646,1.59,1411200000.0,0.10936,1.4,3830100.0,0.49617,2.0,54283000.0,0.096139,1.9739,265.05,75991.0,1.0005,0.63588,0.40648,0.99328,1.0,1533900000.0,0.19063,0.39979
1457400000.0,0.026395,1.59,1394100000.0,0.071279,1.4,1413500.0,0.40233,2.0,1263500000.0,0.028624,1.738,268.8,79327.0,0.025547,0.18713,0.79135,0.99164,1.0,175340000.0,0.052545,6.9386
303710000.0,0.047622,1.59,901060000.0,0.087757,1.4,506400.0,0.18599,2.0,1932700000.0,0.032631,1.5902,277.61,64963.0,0.30141,0.57252,0.66507,0.93396,1.0,920280000.0,0.097729,0.83416
601200000.0,0.030733,1.59,266130000.0,0.12196,1.4,1139200.0,0.9115,2.0,1138300000.0,0.062171,1.2701,251.64,53538.0,0.6438,0.59759,0.21007,0.94721,1.0,1435200000.0,0.19641,0.50237
628440000.0,0.039279,1.59,144230000.0,0.1213,1.4,4050500.0,0.90217,2.0,1015100000.0,0.13062,1.4959,295.89,79908.0,0.090964,0.22229,0.055164,0.94072,1.0,282720000.0,0.017249,33.232
387790000.0,0.035449,1.59,1114100000.0,0.068003,1.4,3181800.0,0.63489,2.0,1379000000.0,0.12413,1.9529,258.83,88023.0,0.72992,0.38664,0.95106,0.96994,1.0,1241700000.0,0.06578,4.4717
667420000.0,0.013312,1.59,715160000.0,0.088599,1.4,765510.0,0.5789,2.0,458720000.0,0.0050713,1.7897,263.56,57251.0,0.57126,0.60007,0.84572,0.94846,1.0,692900000.0,0.18155,0.61215
201130000.0,0.043579,1.59,561940000.0,0.07987,1.4,4796900.0,0.70813,2.0,554810000.0,0.0096118,1.472,286.11,85059.0,1.0556,0.32616,0.83422,0.99942,1.0,645160000.0,0.24552,0.38151
1061000000.0,0.019568,1.59,1510200000.0,0.085019,1.4,4710600.0,0.22695,2.0,1019000000.0,0.027375,1.5211,250.11,61491.0,0.20474,0.25397,0.46975,0.91991,1.0,942790000.0,0.1205,1.3721
328470000.0,0.011775,1.59,354930000.0,0.10942,1.4,4253100.0,0.51285,2.0,1418200000.0,0.12164,1.8416,266.41,94040.0,0.30577,0.58298,0.13213,0.92768,1.0,753430000.0,0.034856,15.979
114510000.0,0.037187,1.59,632860000.0,0.096103,1.4,2890600.0,0.26809,2.0,527030000.0,0.093966,1.9709,286.75,77563.0,0.73296,0.23639,0.54159,0.95317,1.0,922030000.0,0.10131,0.67993
977810000.0,0.042941,1.59,435900000.0,0.094065,1.4,880330.0,0.48532,2.0,748390000.0,0.1427,1.6902,249.77,81951.0,0.61356,0.014709,0.05438,0.91314,1.0,730420000.0,0.10706,1.8461
1687200000.0,0.044358,1.59,770050000.0,0.11676,1.4,2594400.0,0.68024,2.0,1110700000.0,0.038985,1.7662,243.52,61355.0,0.74803,0.51142,0.71741,0.97041,1.0,1686900000.0,0.18083,1.0144
90414000.0,0.045933,1.59,791140000.0,0.11413,1.4,5752800.0,0.50454,2.0,1409100000.0,0.13368,1.5876,258.03,66348.0,0.45075,0.19999,0.949,0.96661,1.0,1215900000.0,0.040281,18.637
590160000.0,0.021597,1.59,210140000.0,0.084588,1.4,2399200.0,0.92362,2.0,1036700000.0,0.092213,1.3609,251.71,79382.0,0.62607,0.36125,0.57981,0.92108,1.0,1206300000.0,0.15882,0.87432
1419600000.0,0.021881,1.59,730530000.0,0.11132,1.4,57365.0,0.19207,2.0,182710000.0,0.015824,1.7826,284.93,72182.0,0.64336,0.66026,0.95509,0.93203,1.0,733020000.0,0.11702,0.45363
443690000.0,0.041868,1.59,77598000.0,0.07832,1.4,2243800.0,0.41144,2.0,1798900000.0,0.041333,1.9854,242.21,66080.0,0.021166,0.001608,0.10598,0.99271,1.0,94281000.0,0.034915,110.06
1478200000.0,0.020326,1.59,489960000.0,0.10557,1.4,1988500.0,0.29293,2.0,1949700000.0,0.053457,1.209,247.75,92995.0,0.48755,0.89975,0.85309,0.96557,1.0,2351200000.0,0.18926,1.0263
1015700000.0,0.02956,1.59,1180400000.0,0.091167,1.4,227400.0,0.84042,2.0,1967900000.0,0.079589,1.9377,256.79,52558.0,0.96935,0.46273,0.39392,0.98885,1.0,1577200000.0,0.082443,1.9055
1199400000.0,0.047315,1.59,715030000.0,0.11908,1.4,1652000.0,0.56258,2.0,92042000.0,0.072468,1.5279,263.29,99899.0,0.069216,0.39108,0.967,0.95236,1.0,414580000.0,0.045531,8.1388
1115800000.0,0.027257,1.59,410700000.0,0.058611,1.4,1686300.0,0.51368,2.0,836130000.0,0.12559,1.7195,264.12,64300.0,0.22344,0.025029,0.17883,0.97037,1.0,458110000.0,0.034428,15.46
193460000.0,0.037025,1.59,1361400000.0,0.070696,1.4,2548900.0,0.739,2.0,1432700000.0,0.072773,1.957,271.76,70929.0,0.12724,0.84693,0.21913,0.99239,1.0,305980000.0,0.030101,13.034
68002000.0,0.014367,1.59,515510000.0,0.073647,1.4,3152100.0,0.86899,2.0,934110000.0,0.064626,1.785,251.94,68886.0,0.86486,0.33405,0.90191,0.95981,1.0,1279200000.0,0.21912,0.59494
1390500000.0,0.035022,1.59,1131700000.0,0.098637,1.4,2074000.0,0.26647,2.0,852730000.0,0.07401,1.998,260.22,61728.0,0.15194,0.57162,0.81351,0.94884,1.0,467540000.0,0.040422,14.53
1809600000.0,0.016644,1.59,275010000.0,0.11115,1.4,122290.0,0.83724,2.0,791710000.0,0.049082,1.3173,257.01,64724.0,0.45336,0.53958,0.15998,0.98512,1.0,1003400000.0,0.23654,0.72751
235070000.0,0.016718,1.59,839450000.0,0.11818,1.4,4554500.0,0.34364,2.0,1965200000.0,0.13511,1.8369,286.26,63273.0,0.41294,0.91848,0.93986,0.91301,1.0,726550000.0,0.018083,44.756
1404300000.0,0.037565,1.59,1375300000.0,0.087508,1.4,5077500.0,0.55839,2.0,1416100000.0,0.064953,1.8342,281.87,52223.0,0.1807,0.81864,0.056535,0.91891,1.0,311290000.0,0.036677,5.4934
1317200000.0,0.025126,1.59,400820000.0,0.1156,1.4,1831400.0,0.94778,2.0,427660000.0,0.096657,1.8356,254.83,77307.0,0.14621,0.372,0.51685,0.91918,1.0,423340000.0,0.058361,6.6822
1116200000.0,0.024567,1.59,1506200000.0,0.088464,1.4,2243100.0,0.33347,2.0,562160000.0,0.024568,1.3081,242.31,55529.0,0.029804,0.87751,0.60054,0.98198,1.0,210030000.0,0.055042,33.407
948840000.0,0.039151,1.59,1066700000.0,0.083817,1.4,1848500.0,0.19698,2.0,1137900000.0,0.040565,1.5811,251.64,86515.0,0.96195,0.21894,0.57865,0.99656,1.0,2157300000.0,0.30249,0.61422
1682900000.0,0.029114,1.59,277210000.0,0.097127,1.4,990890.0,0.20459,2.0,709190000.0,0.017942,1.3839,248.38,82215.0,0.59186,0.52255,0.33178,0.958,1.0,1130500000.0,0.44187,0.58082
1724600000.0,0.015218,1.59,325470000.0,0.078168,1.4,34328.0,0.58817,2.0,274750000.0,0.14757,1.6756,254.9,59105.0,0.68774,0.28072,0.37564,0.9483,1.0,514850000.0,0.18382,0.57603
729550000.0,0.047201,1.59,1301000000.0,0.088325,1.4,1616300.0,0.69889,2.0,71148000.0,0.061571,1.7907,250.94,73763.0,0.49099,0.23422,0.37574,0.95465,1.0,1390400000.0,0.21442,0.82977
37897000.0,0.044775,1.59,1259000000.0,0.093847,1.4,280880.0,0.91936,2.0,258940000.0,0.10392,1.3612,267.23,96221.0,0.50449,0.73906,0.56386,0.987,1.0,1354900000.0,0.13516,0.54723
202270000.0,0.046585,1.59,1129000000.0,0.073404,1.4,3346900.0,0.39902,2.0,1338200000.0,0.092025,1.6691,246.44,59094.0,0.39791,0.8674,0.1728,0.94736,1.0,916550000.0,0.07551,4.4517
1666800000.0,0.043764,1.59,642540000.0,0.076333,1.4,136280.0,0.35902,2.0,1498100000.0,0.10543,1.2593,279.54,75385.0,0.42481,0.30922,0.68708,0.94628,1.0,1467100000.0,0.057019,1.8274
882590000.0,0.012853,1.59,1060400000.0,0.11083,1.4,3715600.0,0.75389,2.0,385750000.0,0.036104,1.7273,248.58,89383.0,1.1313,0.81052,0.75029,0.99475,1.0,1330400000.0,0.31161,0.48107
546920000.0,0.035956,1.59,1293400000.0,0.10022,1.4,2761500.0,0.46026,2.0,1388100000.0,0.059626,1.6373,251.32,86574.0,1.0144,0.60262,0.86456,0.93702,1.0,2440200000.0,0.17941,0.51905
840150000.0,0.043542,1.59,507820000.0,0.07779,1.4,4513800.0,0.43229,2.0,941540000.0,0.039798,1.5431,279.89,79855.0,1.0866,0.70102,0.43517,0.98864,1.0,1611100000.0,0.22819,0.44359
479620000.0,0.027513,1.59,195260000.0,0.1256,1.4,3784000.0,0.62023,2.0,611230000.0,0.041301,1.2245,242.79,89976.0,0.48525,0.065716,0.50322,0.92579,1.0,815600000.0,0.39453,0.70834
1209700000.0,0.01984,1.59,455490000.0,0.10057,1.4,388530.0,0.55732,2.0,72605000.0,0.13094,1.4296,268.23,96229.0,0.14121,0.33243,0.26062,0.94633,1.0,372740000.0,0.12282,1.1615
1772100000.0,0.04077,1.59,573820000.0,0.073339,1.4,950700.0,0.33144,2.0,705730000.0,0.13553,1.6525,277.24,89150.0,0.62845,0.29672,0.59852,0.93844,1.0,868750000.0,0.080443,0.72281
681780000.0,0.019467,1.59,911850000.0,0.12216,1.4,1941400.0,0.94423,2.0,493790000.0,0.020804,1.4832,262.81,72655.0,0.3838,0.5521,0.46422,0.99142,1.0,838760000.0,0.11606,0.84943
1990700000.0,0.042593,1.59,536490000.0,0.10931,1.4,5223000.0,0.55715,2.0,1476700000.0,0.05824,1.359,256.18,100880.0,0.12574,0.78343,0.057847,0.9674,1.0,948510000.0,0.098293,2.5817
1358600000.0,0.020786,1.59,290530000.0,0.077552,1.4,1264400.0,0.42131,2.0,844070000.0,0.012359,1.3245,248.25,75896.0,0.19969,0.28998,0.82713,0.96498,1.0,308660000.0,0.2624,1.131
1104600000.0,0.043523,1.59,737090000.0,0.10976,1.4,5242500.0,0.27872,2.0,471280000.0,0.10776,1.4096,286.3,61563.0,0.993,0.45141,0.33282,0.96559,1.0,1223500000.0,0.11309,0.38573
432130000.0,0.038076,1.59,638200000.0,0.11267,1.4,4212000.0,0.92674,2.0,1502900000.0,0.12227,1.6998,296.49,67850.0,1.1406,0.45163,0.99,0.98102,1.0,1472200000.0,0.044113,1.59
1085300000.0,0.027988,1.59,662770000.0,0.092777,1.4,5836700.0,0.74744,2.0,381170000.0,0.01346,1.3598,283.48,100400.0,0.95145,0.25933,0.10225,0.92647,1.0,769600000.0,0.30807,0.41417
1889800000.0,0.011673,1.59,740850000.0,0.073733,1.4,2480800.0,0.50601,2.0,695620000.0,0.053281,1.9852,247.37,83155.0,0.11643,0.47814,0.27581,0.98837,1.0,394710000.0,0.10057,2.9783
1140500000.0,0.035365,1.59,1013000000.0,0.064905,1.4,3246900.0,0.73779,2.0,1574400000.0,0.11513,1.2771,270.6,96041.0,0.82064,0.60345,0.060096,0.92734,1.0,1617400000.0,0.093697,0.73789
1623500000.0,0.041136,1.59,252830000.0,0.11292,1.4,3725200.0,0.5415,2.0,511250000.0,0.10805,1.8026,286.65,81037.0,0.66196,0.71709,0.64394,0.9577,1.0,849610000.0,0.091669,0.86646
1292800000.0,0.040185,1.59,253190000.0,0.056516,1.4,3981500.0,0.64139,2.0,1251700000.0,0.13773,1.9575,271.69,80596.0,0.97239,0.09072,0.66329,0.98411,1.0,1007300000.0,0.060106,2.1107
1090600000.0,0.034384,1.59,60953000.0,0.093787,1.4,5758200.0,0.81238,2.0,249220000.0,0.012974,1.477,272.43,98888.0,0.53506,0.80752,0.64016,0.97477,1.0,600950000.0,0.28046,0.64227
2080500000.0,0.03557,1.59,1192900000.0,0.077437,1.4,131160.0,0.55864,2.0,1066900000.0,0.031427,1.9331,243.55,61246.0,0.068775,0.2525,0.55409,0.99477,1.0,424190000.0,0.084973,6.6314
1298600000.0,0.011835,1.59,1204700000.0,0.10284,1.4,5798300.0,0.88216,2.0,799550000.0,0.08179,1.9987,261.14,94116.0,0.18872,0.90932,0.98535,0.98083,1.0,737360000.0,0.044836,10.327
1548400000.0,0.029133,1.59,520080000.0,0.081711,1.4,138460.0,0.94037,2.0,1574400000.0,0.094244,1.3349,265.64,79788.0,0.9498,0.6381,0.092304,0.98678,1.0,1704600000.0,0.13313,0.56266
385780000.0,0.026277,1.59,134030000.0,0.084793,1.4,3470900.0,0.3473,2.0,1007600000.0,0.10063,1.5067,264.45,100190.0,0.97149,0.69141,0.92932,0.95937,1.0,1165600000.0,0.18864,0.45032
648810000.0,0.023684,1.59,567740000.0,0.066074,1.4,4157800.0,0.87009,2.0,404500000.0,0.039695,1.5228,291.76,54246.0,0.13695,0.43551,0.60949,0.9289,1.0,210320000.0,0.078965,1.1661
1661000000.0,0.047594,1.59,340490000.0,0.12205,1.4,5814500.0,0.94015,2.0,776010000.0,0.1038,1.4167,288.01,73999.0,0.026583,0.27305,0.42879,0.9486,1.0,40457000.0,0.014734,126.35
890840000.0,0.022204,1.59,125500000.0,0.11364,1.4,3301600.0,0.56092,2.0,547340000.0,0.044311,1.5309,279.78,54014.0,0.91222,0.14712,0.68237,0.97331,1.0,566900000.0,0.22596,0.69848
1862700000.0,0.012532,1.59,711080000.0,0.057067,1.4,1745400.0,0.24863,2.0,1900800000.0,0.021764,1.7729,245.83,92850.0,0.052852,0.016771,0.23592,0.92641,1.0,365230000.0,0.17673,2.496
706550000.0,0.044714,1.59,558860000.0,0.10936,1.4,5265900.0,0.83047,2.0,32380000.0,0.031498,1.7471,243.3,93811.0,0.10857,0.30824,0.75901,0.96026,1.0,463940000.0,0.092273,4.5073
1561200000.0,0.040037,1.59,1356300000.0,0.087809,1.4,5235500.0,0.35528,2.0,1357300000.0,0.046889,1.9949,266.39,68798.0,0.30884,0.68509,0.83688,0.92792,1.0,1056500000.0,0.069659,1.9338
482510000.0,0.020562,1.59,1251000000.0,0.069475,1.4,1078500.0,0.70698,2.0,765840000.0,0.026185,1.7806,258.97,95559.0,0.015749,0.084085,0.77777,0.92221,1.0,133090000.0,0.056397,10.365
490190000.0,0.046765,1.59,1443700000.0,0.11439,1.4,1422600.0,0.19082,2.0,408050000.0,0.014296,1.3582,257.02,88988.0,1.116,0.54963,0.22751,0.93658,1.0,1751200000.0,0.3067,0.44371
1738700000.0,0.034031,1.59,709010000.0,0.12326,1.4,2457000.0,0.29882,2.0,1301000000.0,0.075387,1.7632,290.11,80916.0,1.1662,0.071942,0.70853,0.97094,1.0,1618900000.0,0.095779,0.59012
706980000.0,0.013611,1.59,1307400000.0,0.11704,1.4,292870.0,0.91443,2.0,1552800000.0,0.079731,1.6279,275.91,98199.0,1.0734,0.37458,0.21265,0.92242,1.0,2385300000.0,0.12876,0.41041
1760100000.0,0.048288,1.59,1069100000.0,0.1224,1.4,906540.0,0.84059,2.0,528470000.0,0.072884,1.5009,290.47,55676.0,0.77564,0.046799,0.9041,0.95437,1.0,1199300000.0,0.063844,0.6823
1005600000.0,0.039124,1.59,1228300000.0,0.08079,1.4,556250.0,0.80163,2.0,944970000.0,0.065124,1.3278,288.82,76020.0,1.1408,0.60518,0.24026,0.94714,1.0,2039300000.0,0.16502,0.3375
1664100000.0,0.02247,1.59,1379400000.0,0.10885,1.4,73030.0,0.6665,2.0,1966700000.0,0.14877,1.8493,244.89,79867.0,1.0887,0.46377,0.37671,0.92191,1.0,1827000000.0,0.08071,74.516
1221600000.0,0.045596,1.59,845130000.0,0.10207,1.4,950510.0,0.72749,2.0,1855200000.0,0.13459,1.7544,264.91,59125.0,1.0566,0.30671,0.82446,0.9291,1.0,1601600000.0,0.046521,5.5278
582770000.0,0.027986,1.59,602990000.0,0.079611,1.4,2514300.0,0.92017,2.0,1784300000.0,0.11416,1.9701,295.33,84530.0,0.043957,0.066247,0.94743,0.92974,1.0,110240000.0,0.0064587,426.34
654130000.0,0.023603,1.59,14868000.0,0.11563,1.4,4066200.0,0.75746,2.0,66224000.0,0.0060568,1.7995,297.43,99681.0,1.1422,0.30143,0.46948,0.99344,1.0,196360000.0,0.45847,0.55806
698800000.0,0.031439,1.59,774860000.0,0.12078,1.4,3358200.0,0.21249,2.0,718200000.0,0.026182,1.4328,251.5,64905.0,0.45255,0.52809,0.88385,0.95081,1.0,802520000.0,0.12672,0.96336
790880000.0,0.012337,1.59,750970000.0,0.1191,1.4,2961300.0,0.18487,2.0,451200000.0,0.060882,1.8263,276.04,92777.0,1.0624,0.76726,0.76365,0.96599,1.0,1111500000.0,0.18149,0.40815
986530000.0,0.018123,1.59,569540000.0,0.12483,1.4,3913400.0,0.53921,2.0,1596700000.0,0.13178,1.5107,253.62,63203.0,0.15388,0.071758,0.97383,0.94573,1.0,677610000.0,0.026057,147.84
94069000.0,0.022608,1.59,1146800000.0,0.081329,1.4,2440300.0,0.45902,2.0,1623300000.0,0.08879,1.6952,275.28,79401.0,0.48901,0.18483,0.37306,0.97339,1.0,1126900000.0,0.061302,1.4735
542590000.0,0.041242,1.59,1446600000.0,0.087875,1.4,4555700.0,0.59275,2.0,1169900000.0,0.072521,1.9932,285.23,73117.0,0.6259,0.25957,0.54462,0.97518,1.0,1185500000.0,0.068029,0.8975
1535700000.0,0.032157,1.59,249610000.0,0.091927,1.4,2005400.0,0.84743,2.0,199630000.0,0.086627,1.236,290.23,89424.0,1.1482,0.80462,0.48306,0.94901,1.0,1027900000.0,0.23377,0.35851
2068400000.0,0.047176,1.59,731030000.0,0.10833,1.4,284810.0,0.54367,2.0,1816400000.0,0.080543,1.9169,287.42,52606.0,0.61202,0.29955,0.50946,0.98112,1.0,885800000.0,0.040678,2.8539
1728800000.0,0.025841,1.59,205070000.0,0.1005,1.4,253420.0,0.30284,2.0,1628600.0,0.098447,1.9106,264.89,96223.0,0.97616,0.68231,0.39871,0.98619,1.0,948520000.0,0.44059,0.52936
1587900000.0,0.048357,1.59,1197900000.0,0.12541,1.4,2416000.0,0.75265,2.0,788630000.0,0.093636,1.5857,274.14,73499.0,0.73601,0.74284,0.057191,0.99126,1.0,1458700000.0,0.11123,0.50656
1361700000.0,0.021925,1.59,1515200000.0,0.061668,1.4,5692400.0,0.74929,2.0,780410000.0,0.0095709,1.3897,296.08,90504.0,1.0149,0.19206,0.21224,0.91984,1.0,1045300000.0,0.24685,0.36089
238170000.0,0.037765,1.59,279410000.0,0.069963,1.4,4161500.0,0.42438,2.0,68980000.0,0.054974,1.6686,288.83,85269.0,0.94516,0.45978,0.29019,0.96428,1.0,450430000.0,0.30592,0.49387
1077900000.0,0.024385,1.59,715860000.0,0.058503,1.4,124390.0,0.4288,2.0,1825500000.0,0.06327,1.7446,264.03,59535.0,0.90427,0.14407,0.87596,0.96753,1.0,1626200000.0,0.13214,0.47802
1301500000.0,0.031674,1.59,357310000.0,0.10766,1.4,3341100.0,0.60286,2.0,1450300000.0,0.022026,1.2432,278.92,58199.0,0.3456,0.30564,0.77184,0.9458,1.0,368870000.0,0.11815,0.68739
1417900000.0,0.014689,1.59,537910000.0,0.069702,1.4,598130.0,0.53356,2.0,880340000.0,0.046191,1.4268,286.25,52832.0,0.10044,0.031476,0.18437,0.92754,1.0,285590000.0,0.089901,1.0504
799260000.0,0.040943,1.59,1083300000.0,0.098425,1.4,178980.0,0.3718,2.0,53206000.0,0.10668,1.242,246.79,53520.0,0.80637,0.5111,0.72263,0.96786,1.0,1319800000.0,0.20263,0.73237
1143300000.0,0.048311,1.59,679570000.0,0.10422,1.4,4829700.0,0.8652,2.0,1048100000.0,0.076331,1.9199,280.66,90297.0,0.14026,0.010807,0.47107,0.99487,1.0,367210000.0,0.034313,7.6687
371410000.0,0.01315,1.59,1300300000.0,0.081823,1.4,1692300.0,0.63048,2.0,357870000.0,0.14341,1.5691,284.41,63005.0,0.33668,0.68504,0.80125,0.96989,1.0,567550000.0,0.047984,2.0226
323250000.0,0.044486,1.59,799860000.0,0.06825,1.4,3245400.0,0.34288,2.0,226170000.0,0.019589,1.2869,290.5,94286.0,0.62961,0.74958,0.39105,0.99096,1.0,845160000.0,0.20699,0.42078
584740000.0,0.040659,1.59,350800000.0,0.092333,1.4,107140.0,0.54197,2.0,719360000.0,0.0092294,1.3621,297.42,89098.0,0.012251,0.38603,0.3428,0.97186,1.0,59756000.0,0.051489,4.8908
